posted,item_id,recommend,user_id,sentiment_analysis
"Posted June 26, 2014.",730,True,76561198034167696,2
Posted August 30.,275850,False,nicholasd7,1
"Posted June 27, 2014.",219740,True,nicholasd7,2
"Posted June 21, 2015.",222880,False,nicholasd7,0
"Posted March 15, 2015.",261570,True,76561197990772718,1
"Posted May 26, 2015.",226580,True,IDGam3r,2
"Posted September 29, 2014.",42700,True,IDGam3r,2
"Posted September 29, 2014.",282440,True,IDGam3r,2
"Posted December 4, 2015.",304930,True,IDGam3r,1
"Posted March 19, 2015.",2280,True,IDGam3r,1
"Posted September 29, 2014.",50130,True,IDGam3r,1
"Posted September 29, 2014.",38900,True,IDGam3r,2
"Posted June 15, 2014.",212180,True,IDGam3r,2
"Posted April 17, 2014.",1840,True,HonestlyIdontcares,2
"Posted January 18, 2014.",7670,True,76561198095214263,1
Posted April 9.,252950,True,FireInLatin,0
Posted April 9.,250760,True,FireInLatin,0
Posted April 9.,440,True,FireInLatin,1
Posted April 5.,413150,True,FireInLatin,1
Posted January 2.,391540,True,FireInLatin,2
Posted September 17.,225840,False,IGotDahMunchies,1
"Posted December 1, 2013.",207170,True,76561198068085433,2
"Posted November 25, 2013.",256410,False,76561198068085433,0
"Posted October 17, 2015.",408740,False,76561198068085433,1
Posted February 6.,418070,True,76561198068085433,2
"Posted November 16, 2015.",363970,True,76561198068085433,0
"Posted January 17, 2015.",264140,False,76561198068085433,2
"Posted July 10, 2015.",287980,True,macey_moo,2
"Posted October 15, 2015.",24010,False,macey_moo,1
"Posted January 15, 2014.",267600,True,macey_moo,2
"Posted September 27, 2015.",41800,True,macey_moo,2
"Posted September 27, 2015.",230290,True,macey_moo,2
"Posted April 1, 2015.",218620,True,marster1618,1
Posted April 17.,236370,True,marster1618,2
Posted February 15.,210770,True,marster1618,2
Posted February 8.,301520,False,Illuminutter,2
"Posted October 24, 2014.",233250,True,Illuminutter,1
"Posted February 20, 2015.",312210,True,Illuminutter,1
Posted July 16.,427520,True,Illuminutter,2
"Posted September 7, 2015.",570,True,CancerCure,1
"Posted January 21, 2015.",322330,True,76561198055499125,2
"Posted January 10, 2014.",218620,True,ImSeriouss,2
"Posted January 10, 2014.",105600,True,ImSeriouss,2
"Posted December 17, 2014.",570,True,ImSeriouss,1
"Posted January 13, 2014.",211820,True,ImSeriouss,0
"Posted January 10, 2014.",440,True,ImSeriouss,2
"Posted March 19, 2012.",42680,True,ImSeriouss,2
"Posted January 29, 2014.",570,True,76561198066760486,2
"Posted September 29, 2015.",304030,True,76561198223442840,1
"Posted August 21, 2015.",4000,True,76561198223442840,2
"Posted October 9, 2015.",274940,True,76561198223442840,1
"Posted August 23, 2011.",6880,True,dugec01,1
"Posted October 25, 2015.",218620,False,staecrh,1
"Posted November 28, 2014.",8870,False,staecrh,1
"Posted October 25, 2015.",284160,True,infamouscharles,1
"Posted October 4, 2015.",318220,False,infamouscharles,1
Posted February 5.,301520,False,Infinitespeed,1
"Posted May 22, 2015.",279720,True,Infinitespeed,1
Posted January 29.,322170,True,Infinitespeed,2
"Posted May 24, 2015.",570,True,76561198095297673,2
"Posted December 10, 2015.",417860,True,76561198088860621,1
"Posted April 15, 2015.",440,True,76561198088860621,0
"Posted September 12, 2014.",570,True,76561198088860621,0
"Posted August 20, 2014.",304930,True,76561198088860621,2
"Posted July 16, 2014.",200210,True,76561198088860621,1
"Posted July 16, 2014.",49520,True,76561198088860621,0
"Posted November 12, 2015.",253710,True,76561198068363182,0
"Posted February 26, 2014.",730,True,sweatmore,0
"Posted June 25, 2015.",295490,True,76561198041240181,1
"Posted August 18, 2015.",264200,True,76561198041240181,0
"Posted December 13, 2015.",35450,True,76561198078587197,2
Posted August 20.,730,True,guidetti1,1
"Posted April 30, 2014.",271290,True,ias19112000,2
"Posted March 21, 2014.",258180,False,ias19112000,0
"Posted March 1, 2014.",6910,True,ias19112000,1
"Posted December 9, 2013.",4000,True,ias19112000,1
"Posted April 21, 2013.",440,False,ias19112000,0
"Posted November 21, 2015.",377160,True,76561198066084140,0
"Posted September 18, 2015.",214950,True,76561198066084140,2
Posted May 20.,252490,True,76561198066084140,0
"Posted June 9, 2014.",242760,True,76561198066084140,2
"Posted December 3, 2014.",47810,True,76561198066084140,2
"Posted August 28, 2012.",105600,True,76561198066084140,2
"Posted June 4, 2015.",33930,True,alexisbest25,1
Posted February 17.,253710,False,alexisbest25,0
Posted January 23.,227940,False,alexisbest25,1
"Posted October 15, 2015.",346110,True,alexisbest25,1
Posted March 3.,299740,True,iSkulz,1
"Posted December 31, 2015.",393380,True,iSkulz,2
"Posted December 19, 2015.",113400,True,iSkulz,1
"Posted December 25, 2015.",232090,True,iSkulz,2
Posted August 9.,8930,True,Issekara,1
"Posted February 15, 2014.",9480,False,ysarge,2
"Posted August 22, 2014.",281370,False,ysarge,1
"Posted March 24, 2014.",2500,True,ysarge,2
"Posted February 23, 2014.",250600,True,ysarge,1
"Posted September 25, 2013.",223470,True,ysarge,0
"Posted July 13, 2013.",55230,True,ysarge,2
"Posted March 15, 2013.",730,True,ysarge,2
"Posted September 26, 2012.",440,True,ysarge,2
Posted January 1.,730,True,ITCGaming101,2
Posted July 7.,550,True,ITCGaming101,1
Posted March 30.,295110,True,ITCGaming101,2
Posted May 15.,252490,True,ITCGaming101,2
Posted April 10.,218620,True,ITCGaming101,1
Posted June 25.,12750,True,ITCGaming101,2
Posted March 1.,4000,True,ITCGaming101,1
Posted September 17.,730,True,yodadda,0
"Posted September 26, 2014.",224540,True,yodadda,1
"Posted April 25, 2014.",250420,False,yodadda,0
"Posted December 29, 2013.",252330,True,yodadda,0
"Posted January 4, 2014.",223710,False,yodadda,0
"Posted September 25, 2015.",313340,False,yodadda,0
"Posted January 10, 2014.",570,True,yodadda,2
"Posted November 30, 2013.",4000,True,yodadda,2
"Posted August 4, 2014.",230410,True,itscriddle,2
"Posted December 31, 2015.",209870,True,itscriddle,1
"Posted August 24, 2015.",301640,True,iVerse,1
"Posted November 2, 2015.",323470,True,iVoltGaming,1
Posted September 5.,261110,True,iVoltGaming,2
Posted July 2.,311210,True,iVoltGaming,1
Posted March 4.,366844,True,iVoltGaming,2
Posted April 26.,429570,True,iVoltGaming,0
Posted August 27.,449800,False,iVoltGaming,0
"Posted October 6, 2014.",4000,True,76561198047273546,1
"Posted April 5, 2014.",253770,False,76561198047273546,0
"Posted October 6, 2014.",8930,True,76561198047273546,2
Posted June 24.,99900,True,ironcass,1
Posted June 24.,417860,True,ironcass,1
Posted April 29.,204300,True,ironcass,2
Posted August 8.,4000,True,ironcass,0
Posted February 5.,440,True,ironcass,1
Posted August 30.,424280,True,ironcass,1
Posted June 19.,224540,True,ironcass,0
Posted June 24.,255710,False,ironcass,2
"Posted August 11, 2014.",304930,True,76561198044586193,2
"Posted September 24, 2014.",233840,True,JosephBarrett,1
Posted July 4.,285900,True,76561198155610749,0
Posted May 31.,730,True,jinmanabe,2
Posted September 6.,323610,True,Jaberley,2
Posted March 5.,227300,True,Jaberley,2
Posted January 29.,107410,True,Jaberley,2
"Posted August 22, 2014.",49520,True,thelostwolf,2
Posted January 18.,730,True,thelostwolf,1
"Posted April 15, 2015.",252490,True,keiran1,1
"Posted July 14, 2014.",222900,True,Jacmac,0
"Posted February 7, 2015.",24960,True,jadaik,1
"Posted November 14, 2013.",209870,True,jadaik,2
"Posted April 27, 2013.",440,True,jadaik,1
Posted January 15.,201810,True,76561198021364449,1
"Posted July 5, 2015.",362890,True,Guinhoh311,0
"Posted October 23, 2014.",203160,True,Guinhoh311,2
"Posted March 23, 2013.",226700,False,Guinhoh311,1
"Posted January 20, 2015.",208090,True,76561198099036584,2
"Posted July 25, 2013.",440,True,76561198099036584,2
"Posted December 23, 2013.",224260,True,76561198049901169,2
Posted August 24.,261180,True,Jamessss,2
"Posted January 15, 2014.",570,True,Jamessss,2
"Posted October 9, 2015.",730,True,JamsL33T,2
"Posted February 7, 2015.",207140,True,76561198027305355,1
Posted March 14.,252950,True,76561198027305355,1
"Posted August 22, 2015.",339800,True,76561198027305355,2
"Posted January 20, 2015.",204372,True,76561198027305355,2
"Posted December 30, 2015.",72850,True,76561198042113307,2
Posted September 16.,250900,True,JarpsAU,1
Posted September 16.,730,True,JarpsAU,1
Posted August 28.,208650,True,JarpsAU,1
Posted August 22.,200260,True,JarpsAU,2
Posted July 7.,239030,True,JarpsAU,1
Posted July 2.,213670,True,JarpsAU,2
Posted June 4.,363970,True,JarpsAU,1
Posted July 4.,202970,True,jarvisnumbanine,2
Posted July 6.,45760,True,jarvisnumbanine,2
Posted July 12.,249130,True,jarvisnumbanine,2
Posted June 4.,266390,True,jarvisnumbanine,2
Posted August 18.,386360,True,jarvisnumbanine,1
Posted July 22.,47890,True,jarvisnumbanine,2
"Posted November 30, 2014.",730,True,jarvisnumbanine,1
"Posted May 2, 2015.",730,True,Memphis__,1
Posted January 13.,402020,False,jawdoe,0
"Posted March 26, 2015.",264710,True,jawdoe,1
"Posted September 20, 2014.",214190,True,jawdoe,2
"Posted July 7, 2014.",291480,True,jawdoe,2
"Posted May 11, 2014.",252490,True,jawdoe,1
"Posted January 1, 2014.",204360,True,jawdoe,2
"Posted December 15, 2013.",550,True,Jaxon1049,0
"Posted May 30, 2015.",17410,True,Jaxon1049,2
"Posted May 10, 2014.",105600,False,76561198055262214,2
"Posted December 26, 2014.",330710,True,76561198055365037,2
"Posted July 18, 2014.",242760,True,Jc63921,0
Posted February 13.,115320,False,Jc63921,1
"Posted December 20, 2013.",49520,True,jdrocks,2
"Posted December 8, 2015.",730,False,jdrocks,0
"Posted October 25, 2015.",395910,True,jdrocks,2
"Posted March 6, 2015.",270090,False,jdrocks,1
"Posted December 13, 2013.",259080,True,jdrocks,2
"Posted October 19, 2012.",440,True,jdrocks,2
"Posted February 12, 2013.",570,True,idonothack,2
"Posted November 3, 2014.",221640,True,idonothack,1
"Posted August 25, 2012.",4000,True,76561198062417966,2
Posted January 6.,207230,False,76561198062417966,0
Posted June 13.,221100,True,76561198062417966,2
"Posted April 12, 2014.",236090,True,76561198062417966,2
"Posted March 7, 2014.",11420,True,76561198062417966,1
"Posted October 29, 2014.",218230,True,76561198041845214,2
"Posted October 29, 2014.",248570,True,76561198041845214,1
"Posted August 20, 2015.",107410,True,76561198041845214,2
"Posted May 5, 2015.",219640,True,76561198041845214,1
"Posted October 29, 2014.",7520,False,76561198041845214,0
"Posted October 29, 2014.",17710,False,76561198041845214,1
"Posted October 29, 2014.",220200,True,76561198041845214,2
Posted February 3.,440,True,76561198079495006,1
"Posted February 28, 2015.",297810,False,76561198052516862,1
"Posted March 8, 2014.",213670,True,76561198052516862,2
Posted January 15.,105600,True,geckglobal,1
Posted February 7.,427730,True,geckglobal,1
"Posted April 12, 2014.",226700,True,xexilex,0
"Posted December 11, 2015.",330830,True,xexilex,2
"Posted December 16, 2013.",570,True,xexilex,2
"Posted December 26, 2013.",233720,True,xexilex,1
Posted July 25.,252490,False,NotVengeance,2
"Posted June 10, 2015.",730,True,aligindahousebabykosha,2
"Posted November 16, 2015.",222880,True,aligindahousebabykosha,0
"Posted December 24, 2015.",48700,True,aligindahousebabykosha,1
"Posted December 24, 2013.",221100,True,76561198037540189,1
"Posted September 17, 2015.",730,True,1234567io9872345678765432,1
"Posted August 27, 2015.",107410,True,1234567io9872345678765432,1
"Posted June 5, 2015.",113400,False,1234567io9872345678765432,1
"Posted May 8, 2015.",304930,True,1234567io9872345678765432,2
"Posted April 21, 2014.",278910,True,1234567io9872345678765432,2
"Posted December 14, 2014.",221100,True,1234567io9872345678765432,2
Posted May 4.,15620,True,1234567io9872345678765432,0
"Posted November 3, 2014.",218620,True,1234567io9872345678765432,2
"Posted November 8, 2015.",408990,True,76561198070993687,2
"Posted April 18, 2015.",261570,True,psn_jmcgamer12,1
"Posted December 9, 2013.",550,True,psn_jmcgamer12,1
Posted January 1.,252490,False,psn_jmcgamer12,1
"Posted December 9, 2015.",730,True,psn_jmcgamer12,1
"Posted May 6, 2014.",224540,False,psn_jmcgamer12,0
"Posted February 22, 2013.",4000,True,psn_jmcgamer12,2
"Posted June 27, 2015.",230410,True,psn_jmcgamer12,1
"Posted February 22, 2015.",730,True,76561198115194725,2
"Posted June 20, 2014.",210770,True,captainchomp,1
"Posted July 11, 2015.",291550,True,MezKip,2
"Posted January 12, 2014.",238960,False,2ZESTY4ME,1
Posted March 11.,550,True,2ZESTY4ME,1
"Posted January 18, 2014.",42160,True,2ZESTY4ME,2
"Posted December 13, 2013.",218230,False,2ZESTY4ME,1
"Posted March 5, 2014.",218230,True,Qu_Boy,1
"Posted April 13, 2014.",243870,False,Qu_Boy,0
"Posted December 26, 2015.",359550,True,TheLifeAndTimesOfTim,1
"Posted November 19, 2015.",65780,True,TheLifeAndTimesOfTim,2
"Posted November 18, 2015.",244450,True,TheLifeAndTimesOfTim,1
"Posted May 29, 2015.",4000,True,TheLifeAndTimesOfTim,1
"Posted May 29, 2015.",730,True,TheLifeAndTimesOfTim,2
"Posted March 7, 2015.",261820,True,TheLifeAndTimesOfTim,2
"Posted July 26, 2014.",730,True,76561198081148689,0
"Posted December 15, 2013.",219740,True,76561198081148689,1
Posted March 12.,316010,False,76561198079765149,1
"Posted March 30, 2015.",252490,False,76561198055887918,2
"Posted March 22, 2015.",255710,True,76561198055887918,1
"Posted July 22, 2014.",304930,True,76561198055887918,2
"Posted April 25, 2014.",220240,True,boazegevski,1
"Posted May 18, 2014.",47810,True,76561198018552349,0
"Posted December 22, 2014.",219640,True,76561198018552349,1
"Posted April 10, 2014.",730,True,76561198018552349,2
"Posted February 21, 2015.",331470,True,Jonaleko,2
"Posted November 11, 2015.",303390,False,Jonaleko,0
"Posted November 1, 2015.",370100,False,Jonaleko,0
"Posted December 19, 2014.",250180,True,Jonaleko,1
"Posted October 18, 2013.",105600,True,76561198053060832,1
"Posted September 30, 2015.",221100,True,mistersicklad483759,1
Posted January 23.,4000,True,mistersicklad483759,1
"Posted January 9, 2015.",730,True,Joshman106,0
"Posted October 15, 2014.",244850,True,91221301,0
"Posted December 5, 2014.",250340,True,91221301,1
"Posted October 24, 2014.",206440,True,91221301,0
"Posted April 18, 2014.",99900,True,Terencio,1
"Posted January 22, 2014.",105600,True,2ik4tf,2
"Posted February 12, 2014.",252490,True,76561198077432581,1
"Posted January 19, 2015.",295110,False,76561198077432581,1
"Posted December 16, 2015.",274190,True,76561198077432581,1
"Posted July 25, 2015.",291480,True,76561198055604266,1
"Posted December 31, 2014.",228380,False,76561198055604266,0
"Posted October 11, 2014.",241540,True,76561198055604266,2
"Posted December 12, 2014.",1250,True,76561198107847795,1
"Posted December 26, 2013.",570,True,76561198107847795,1
"Posted February 20, 2015.",236110,True,RichmondDaGamer,2
Posted April 14.,221680,True,THEHITMONKEY,1
"Posted May 3, 2015.",298110,True,THEHITMONKEY,1
"Posted December 27, 2014.",570,True,76561198046170033,1
"Posted June 2, 2015.",332310,True,jubjub727,1
Posted August 30.,227940,False,jukianinja,1
"Posted June 27, 2014.",48720,True,jukianinja,2
Posted May 18.,384300,True,JunG00berfuckingsucks,2
Posted May 14.,379720,True,JunG00berfuckingsucks,2
"Posted December 1, 2014.",1250,True,JunG00berfuckingsucks,2
Posted March 18.,232090,True,JunG00berfuckingsucks,0
"Posted November 17, 2015.",10090,True,JunG00berfuckingsucks,1
"Posted August 9, 2015.",550,True,JunG00berfuckingsucks,2
"Posted July 25, 2015.",9050,True,JunG00berfuckingsucks,2
"Posted July 24, 2015.",298240,True,JunG00berfuckingsucks,2
"Posted March 28, 2014.",212680,True,76561198061493090,2
"Posted March 25, 2014.",200260,True,76561198036171355,1
"Posted November 29, 2013.",236370,True,76561198036171355,2
"Posted April 21, 2014.",239220,True,76561198036171355,2
"Posted January 3, 2014.",49520,True,76561198036171355,2
"Posted December 18, 2013.",8190,True,76561198036171355,2
"Posted November 29, 2013.",202170,True,76561198036171355,2
Posted August 6.,1840,True,mrpoo2,2
"Posted November 9, 2015.",311210,True,mrpoo2,0
"Posted May 23, 2014.",261980,False,mrpoo2,1
"Posted November 29, 2013.",240,True,mrpoo2,2
Posted February 13.,295110,True,76561198043276814,2
Posted April 8.,201210,True,Justmatel,2
"Posted September 22, 2014.",218230,True,Justmatel,2
"Posted July 31, 2014.",227700,True,Justmatel,1
"Posted June 23, 2014.",263440,True,Justmatel,1
"Posted June 21, 2014.",570,True,Justmatel,2
Posted January 10.,393380,True,Justmatel,0
"Posted February 27, 2014.",440,True,ducksswamp,2
"Posted May 10, 2014.",4000,True,ducksswamp,1
"Posted May 10, 2014.",212500,True,ducksswamp,1
"Posted April 11, 2014.",212680,True,ducksswamp,2
"Posted April 3, 2014.",234310,False,ducksswamp,1
"Posted October 25, 2014.",225140,True,spbko8o,0
"Posted May 29, 2014.",4000,True,76561198107506517,2
"Posted August 8, 2015.",211820,True,76561198079774158,2
"Posted January 15, 2015.",322330,True,76561198079774158,0
"Posted May 1, 2013.",221380,True,kaepora0gaebora,2
"Posted December 24, 2014.",730,True,iloveyouus,2
"Posted September 23, 2015.",391540,True,prettyhm02forawhiteguy,2
"Posted February 28, 2014.",249050,True,prettyhm02forawhiteguy,1
"Posted August 21, 2015.",364323,True,runnerofchaos,2
Posted June 29.,461244,True,runnerofchaos,2
"Posted March 24, 2014.",8870,True,KappaKaiju,2
Posted January 28.,570,True,kappa_chino,1
"Posted February 28, 2014.",208090,True,KappaSJ,2
"Posted September 30, 2015.",244870,True,kards,1
Posted May 17.,220,True,76561198121874542,2
Posted April 19.,302380,True,76561198121874542,0
"Posted October 14, 2015.",304930,True,ownageog,1
"Posted June 14, 2015.",256290,False,r3koil,2
Posted September 4.,203810,True,r3koil,2
Posted May 5.,8500,True,r3koil,2
"Posted June 21, 2014.",440,True,r3koil,2
"Posted February 8, 2014.",221100,True,76561198026604616,1
"Posted May 11, 2015.",221100,False,76561197970565267,0
Posted May 24.,391540,False,76561197970565267,2
"Posted May 16, 2015.",245280,True,76561197970565267,1
"Posted December 27, 2013.",241600,True,76561197970565267,2
"Posted November 14, 2014.",72850,True,Kayndarr,2
"Posted July 9, 2015.",346110,True,kaysmart,1
Posted March 4.,202970,True,TheKazimir,2
Posted February 23.,42680,True,TheKazimir,2
"Posted December 29, 2015.",105600,True,TheKazimir,1
"Posted December 6, 2015.",346010,True,TheKazimir,0
"Posted December 5, 2015.",225540,True,TheKazimir,2
"Posted October 20, 2015.",440,True,TheKazimir,1
"Posted August 22, 2015.",218620,True,TheKazimir,2
"Posted May 21, 2015.",233450,True,KSAC,1
"Posted May 19, 2015.",730,True,KSAC,2
"Posted February 24, 2015.",295110,True,76561198065764432,2
"Posted January 14, 2015.",4000,True,76561198065764432,2
"Posted December 30, 2012.",1250,True,76561198065764432,1
Posted May 3.,394230,True,76561198075749223,1
"Posted December 16, 2013.",250340,True,76561198075749223,0
Posted March 23.,435870,True,76561198075749223,2
"Posted August 4, 2014.",218620,True,keino_,2
"Posted January 27, 2014.",105600,True,keino_,2
"Posted December 16, 2013.",221100,True,54Strat,1
"Posted February 20, 2014.",107410,True,54Strat,2
"Posted December 17, 2013.",252490,True,54Strat,2
"Posted September 24, 2015.",283290,True,765611979902442O1,1
"Posted July 13, 2014.",304930,True,765611979902442O1,1
"Posted March 1, 2015.",440,True,765611979902442O1,2
"Posted February 15, 2015.",323140,True,765611979902442O1,2
"Posted August 21, 2015.",340170,True,kenny536,2
Posted September 16.,374320,True,76561198097795611,1
Posted January 27.,300550,True,76561198097795611,1
"Posted June 3, 2015.",220200,True,76561198066012786,2
"Posted September 12, 2015.",346110,True,76561198088808564,2
"Posted November 8, 2014.",25000,True,76561198088808564,2
Posted July 12.,434570,True,Delicous_Cookies,1
Posted September 9.,223710,True,Delicous_Cookies,1
"Posted April 4, 2015.",96100,True,Delicous_Cookies,1
"Posted October 31, 2014.",34900,True,Delicous_Cookies,1
"Posted October 5, 2014.",218230,True,76561198057958244,2
"Posted October 5, 2014.",230410,True,76561198057958244,2
"Posted July 22, 2014.",261030,True,76561198105473254,1
"Posted December 13, 2013.",1250,True,usaidwotnow,0
"Posted January 4, 2013.",98400,True,usaidwotnow,1
"Posted July 9, 2011.",440,True,usaidwotnow,2
"Posted December 17, 2014.",22350,False,usaidwotnow,1
"Posted August 22, 2014.",230410,True,usaidwotnow,2
"Posted July 25, 2014.",244850,True,usaidwotnow,1
"Posted February 7, 2013.",620,True,usaidwotnow,1
"Posted June 27, 2014.",550,True,usaidwotnow,2
Posted May 18.,435881,True,usaidwotnow,1
"Posted November 28, 2013.",209340,True,76561198042170355,2
Posted August 25.,275850,False,76561198042170355,0
"Posted October 31, 2015.",330830,True,76561198042170355,2
"Posted July 23, 2015.",21100,False,76561198042170355,2
"Posted April 27, 2015.",72850,True,76561198042170355,2
"Posted November 20, 2015.",570,True,IGotHeadFromYourMotherLastNight,2
"Posted February 15, 2014.",224260,False,IGotHeadFromYourMotherLastNight,0
"Posted April 2, 2014.",265930,True,76561198062068809,2
"Posted July 8, 2014.",9460,True,76561198062068809,1
"Posted March 24, 2014.",258180,False,76561198062068809,1
"Posted March 18, 2014.",247730,True,76561198062068809,1
"Posted August 28, 2015.",218620,True,fuckchu,2
Posted February 12.,48705,True,76561198078119248,2
"Posted July 18, 2015.",363360,True,Killerkalf,2
"Posted October 24, 2015.",230290,True,Killerkalf,2
"Posted August 4, 2015.",331500,True,Killerkalf,2
"Posted March 10, 2015.",440,True,Killerkalf,2
"Posted November 8, 2014.",301520,True,46366536564574576346346546,1
Posted January 30.,730,True,76561198219902115,2
"Posted August 19, 2014.",1250,True,76561198081529182,1
"Posted August 12, 2014.",230410,True,kk_kyser,1
"Posted February 16, 2014.",49520,True,76561198074700614,1
"Posted December 15, 2013.",4000,True,76561198042236060,1
"Posted December 9, 2013.",200210,True,76561198042236060,2
"Posted October 15, 2014.",319510,False,76561198042236060,1
"Posted July 8, 2014.",218620,True,woahlevel20,0
Posted September 7.,730,True,76561198070706154,2
"Posted May 19, 2014.",218230,True,neveroddorburnsy,0
"Posted December 15, 2015.",730,True,JusicTheGod,2
"Posted June 25, 2014.",220200,True,76561198068552229,1
"Posted January 21, 2015.",730,True,kiricky,1
Posted January 8.,273110,True,76561198052151911,2
"Posted June 20, 2015.",440,True,76561198052151911,1
"Posted January 13, 2014.",200260,True,pp0085,1
"Posted October 7, 2014.",440,True,76561198083247658,0
Posted April 20.,244850,True,Omega_0,1
"Posted December 29, 2015.",42960,True,76561198072489692,2
"Posted May 22, 2014.",248570,True,Snoresville,1
"Posted November 29, 2015.",105600,True,Snoresville,2
Posted March 7.,365590,True,supersonic380,1
"Posted January 29, 2014.",252490,True,TheKiwiMantis,1
"Posted February 13, 2014.",13140,False,TheKiwiMantis,2
"Posted January 6, 2015.",730,False,TheKiwiMantis,1
"Posted November 27, 2014.",263280,True,TheKiwiMantis,2
Posted February 28.,3260,True,TheKiwiMantis,0
Posted February 12.,444560,True,TheKiwiMantis,2
"Posted January 8, 2015.",227320,True,TheKiwiMantis,1
"Posted January 3, 2014.",4920,True,TheKiwiMantis,2
"Posted November 28, 2013.",218620,True,TheKiwiMantis,1
"Posted December 2, 2015.",4700,True,76561198044278243,2
Posted January 26.,389430,True,76561198078641610,1
Posted June 22.,107410,True,everybodyloveskungfufighting,1
Posted January 1.,6000,True,Knight-Silver,1
"Posted February 23, 2014.",19830,True,76561198044619788,2
"Posted April 24, 2015.",42910,True,knitro,1
"Posted July 16, 2013.",620,True,knitro,2
"Posted July 16, 2013.",24740,True,knitro,2
"Posted April 24, 2015.",730,True,knitro,1
"Posted September 7, 2013.",440,True,knitro,1
"Posted August 20, 2015.",218230,True,76561198088802064,2
"Posted August 23, 2013.",65930,True,kofeyh,0
"Posted July 16, 2015.",304930,True,KoiyyBoi,1
"Posted June 28, 2015.",550,True,KoiyyBoi,1
"Posted June 19, 2015.",730,True,KoiyyBoi,2
"Posted June 3, 2015.",301520,True,KoiyyBoi,1
"Posted November 9, 2015.",377160,True,KoiyyBoi,2
"Posted June 27, 2015.",346110,True,KoiyyBoi,2
"Posted May 16, 2015.",440,True,KoiyyBoi,2
"Posted February 4, 2015.",11020,True,KoiyyBoi,2
Posted August 30.,305620,True,Rexoman,2
Posted June 25.,377160,False,76561198063391282,2
"Posted December 7, 2014.",327890,False,76561198063391282,0
"Posted December 22, 2014.",4700,True,76561198063391282,2
"Posted April 22, 2014.",72850,True,76561198063391282,2
"Posted August 7, 2015.",346110,True,korndigger,2
"Posted September 5, 2013.",220,True,76561197970812298,2
"Posted December 31, 2015.",292030,True,76561197970812298,2
"Posted September 8, 2013.",70,True,76561197970812298,1
"Posted January 25, 2013.",20920,True,76561197970812298,2
"Posted July 9, 2014.",304930,True,76561198085167128,1
Posted March 4.,252490,True,76561198081667528,2
"Posted January 8, 2015.",238960,True,kowala913,1
Posted September 2.,346900,True,kowala913,2
"Posted May 29, 2015.",219640,True,76561198056445553,2
"Posted July 1, 2015.",208650,True,kraken257,2
Posted July 15.,233860,True,76561198025499996,1
"Posted December 19, 2013.",570,True,62568973,1
"Posted March 19, 2015.",223470,True,76561198055670224,1
"Posted October 15, 2015.",550,True,76561198055670224,0
Posted April 20.,212680,True,76561198055670224,0
"Posted October 15, 2015.",233450,True,76561198055670224,2
"Posted January 29, 2015.",570,True,76561198055670224,0
"Posted December 12, 2014.",440,True,76561198055670224,1
Posted January 24.,262060,True,demtitsgirl,0
"Posted June 23, 2014.",236430,True,76561198036070181,2
"Posted December 29, 2014.",13230,True,drkritisch,2
"Posted July 26, 2015.",105600,True,drkritisch,2
"Posted January 21, 2015.",332800,True,drkritisch,1
"Posted September 10, 2014.",1840,True,drkritisch,1
"Posted August 30, 2014.",304930,True,drkritisch,1
"Posted December 28, 2015.",214950,False,76561198054912188,2
"Posted January 24, 2015.",313120,False,76561198054912188,1
"Posted November 13, 2015.",200510,True,76561198074348729,2
"Posted June 26, 2014.",730,True,druittmatee,0
"Posted November 2, 2015.",271590,True,kurbi-wan_kenobi,1
"Posted June 4, 2014.",246280,False,AsusGamerHD,2
"Posted June 10, 2015.",255710,True,kuroTENSHI_bread,0
"Posted September 2, 2014.",313340,True,kuroTENSHI_bread,1
"Posted August 7, 2012.",550,True,kuroTENSHI_bread,2
"Posted December 17, 2013.",440,True,kuroTENSHI_bread,1
"Posted December 17, 2013.",35480,True,kuroTENSHI_bread,1
"Posted August 7, 2012.",107100,True,kuroTENSHI_bread,2
"Posted July 31, 2014.",304930,False,YOLO-MCSWAGINGS,2
Posted July 3.,381210,True,kuygoon,1
Posted June 12.,72850,True,76561198118549893,0
Posted May 24.,252330,True,76561198118549893,2
Posted March 16.,8190,True,76561198118549893,2
"Posted January 25, 2014.",570,True,76561198072676503,2
"Posted June 1, 2012.",10180,True,lambdaop,2
"Posted January 8, 2012.",440,True,lambdaop,2
"Posted July 24, 2011.",620,True,lambdaop,0
"Posted August 1, 2015.",346110,True,lazrknight,1
"Posted May 3, 2014.",72850,True,lazrknight,1
"Posted May 3, 2014.",8190,True,lazrknight,2
Posted July 28.,200210,True,lazrknight,2
Posted March 28.,730,True,BAMOSABENSER,1
"Posted November 28, 2015.",221100,False,76561198113520617,2
Posted June 24.,730,True,76561198113520617,1
Posted April 26.,427250,True,lachd1223,1
Posted August 14.,497850,True,lachd1223,1
"Posted January 15, 2014.",4000,True,lachie222,1
"Posted August 4, 2015.",208480,False,76561197976109742,1
"Posted February 25, 2014.",550,False,76561197976109742,1
"Posted January 23, 2015.",4000,True,LachieLobster,2
"Posted December 4, 2015.",423880,True,thatonelonelyguy,1
"Posted December 28, 2015.",417860,True,thatonelonelyguy,2
"Posted November 17, 2015.",252490,True,negao22cm,1
"Posted January 13, 2014.",48110,True,laerte261,2
