app_name,item_id,playtime_forever,user_id,recommend,Sentiment_analysis
Child of Light,256290,550.0,Shufflerpwn,True,2.0
Free to Play,245550,35.0,Shufflerpwn,True,1.0
Broken Age,232790,252.0,Shufflerpwn,True,1.0
The Walking Dead: Season 2,261030,564.0,Shufflerpwn,True,0.0
Counter-Strike: Global Offensive,730,13330.0,controgopher,True,2.0
Mortal Kombat Komplete Edition,237110,209.0,controgopher,True,0.0
South Park™: The Stick of Truth™,213670,982.0,controgopher,True,2.0
Saints Row IV,206420,2651.0,controgopher,True,0.0
PAYDAY 2,218620,7329.0,controgopher,True,0.0
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060,146.0,controgopher,True,2.0
Far Cry 3,220240,1639.0,controgopher,True,2.0
Surgeon Simulator,233720,448.0,rainbowexplosian,True,1.0
Wings of Vi,318530,666.0,rainbowexplosian,True,1.0
Plug & Play,353560,42.0,rainbowexplosian,True,2.0
No More Room in Hell,224260,238.0,rainbowexplosian,True,2.0
ORION: Prelude,104900,1782.0,rainbowexplosian,True,1.0
BioShock Infinite,8870,1305.0,rainbowexplosian,True,0.0
Sniper Elite: Nazi Zombie Army,227100,259.0,rainbowexplosian,False,1.0
Half-Life 2: Episode One,380,274.0,rainbowexplosian,True,2.0
Counter-Strike: Global Offensive,730,5567.0,OFFICIALDRTECHNO,False,1.0
Surgeon Simulator,233720,3619.0,OFFICIALDRTECHNO,True,2.0
Outlast,238320,2052.0,OFFICIALDRTECHNO,True,2.0
Codename CURE,355180,4808.0,OFFICIALDRTECHNO,True,2.0
Knock-knock,250380,314.0,OFFICIALDRTECHNO,True,2.0
PAYDAY 2,218620,23447.0,OFFICIALDRTECHNO,True,2.0
BioShock Infinite,8870,1466.0,OFFICIALDRTECHNO,True,2.0
Thomas Was Alone,220780,166.0,OFFICIALDRTECHNO,True,2.0
Counter-Strike: Global Offensive,730,19390.0,picworthe,True,1.0
The Binding of Isaac: Rebirth,250900,11419.0,picworthe,True,2.0
HuniePop,339800,2058.0,picworthe,True,1.0
Undertale,391540,1542.0,picworthe,True,0.0
Overgrowth,25000,1039.0,picworthe,True,1.0
Life is Strange - Episode 1,319630,1514.0,picworthe,True,2.0
Borderlands 2,49520,16343.0,picworthe,True,2.0
Garry's Mod,4000,4990.0,76561198028617374,True,2.0
AdVenture Capitalist,346900,661.0,76561198028617374,True,0.0
Sirius Online,368720,80.0,76561198028617374,False,0.0
Killing Floor 2,232090,1388.0,76561198028617374,True,2.0
Loadout,208090,253.0,76561198028617374,True,1.0
PAYDAY 2,218620,8250.0,76561198028617374,True,1.0
Star Conflict,212070,501.0,76561198028617374,True,0.0
Killing Floor,1250,13132.0,76561198028617374,True,2.0
State of Decay,241540,4257.0,131312,True,1.0
Life is Feudal: Your Own,290080,12042.0,131312,True,2.0
Dragon's Dogma: Dark Arisen,367500,14244.0,131312,True,1.0
Heroes & Generals,227940,4409.0,131312,True,2.0
Risen 3 - Titan Lords,249230,1579.0,131312,False,0.0
ORION: Prelude,104900,3633.0,131312,True,2.0
Stronghold 3 Gold,47400,1952.0,131312,False,1.0
Napoleon: Total War™,34030,30487.0,131312,True,2.0
Dark Messiah of Might & Magic,2100,1531.0,131312,True,0.0
Counter-Strike: Global Offensive,730,32871.0,1011001,True,2.0
Hotline Miami,219150,426.0,1011001,True,2.0
Insurgency,222880,213.0,1011001,False,0.0
The Binding of Isaac: Rebirth,250900,2983.0,1011001,True,0.0
Double Dragon: Neon,252350,235.0,1011001,True,2.0
DayZ,221100,5982.0,1011001,True,0.0
"Papers, Please",239030,592.0,1011001,True,2.0
PAYDAY 2,218620,1991.0,1011001,True,2.0
Surgeon Simulator,233720,1079.0,76561198070084968,True,1.0
Dirty Bomb®,333930,1545.0,76561198070084968,True,1.0
Grand Theft Auto V,271590,32356.0,76561198070084968,True,1.0
PAYDAY 2,218620,23947.0,76561198070084968,True,0.0
Tomb Raider,203160,1139.0,76561198070084968,True,1.0
Assassin’s Creed® III,208480,7014.0,76561198070084968,True,1.0
Saints Row: The Third,55230,10807.0,76561198070084968,True,0.0
Surgeon Simulator,233720,99.0,zaukster,True,0.0
King Arthur's Gold,219830,141.0,zaukster,True,2.0
Prison Architect,233450,1800.0,zaukster,True,2.0
Broforce,274190,312.0,zaukster,True,2.0
Starbound,211820,10390.0,zaukster,True,2.0
Democracy 3,245470,151.0,zaukster,True,2.0
Super Meat Boy,40800,196.0,zaukster,True,2.0
Rocket League®,252950,9019.0,76561198077786972,True,2.0
Brawlhalla,291550,3915.0,76561198077786972,True,2.0
Dirty Bomb®,333930,11545.0,76561198077786972,True,0.0
RUNNING WITH RIFLES,270150,2837.0,76561198077786972,True,0.0
Gunpoint,206190,440.0,76561198077786972,True,0.0
Euro Truck Simulator 2,227300,2115.0,76561198077786972,True,1.0
Mark of the Ninja,214560,1909.0,76561198077786972,True,2.0
Anachronox,242940,2405.0,76561198039514270,True,2.0
The Fall,290770,187.0,76561198039514270,True,2.0
Fallout 4,377160,7719.0,76561198039514270,True,1.0
Saints Row: Gat out of Hell,301910,308.0,76561198039514270,True,2.0
Wolfenstein: The New Order,201810,1625.0,76561198039514270,True,1.0
Tower of Guns,266110,653.0,76561198039514270,True,2.0
Spec Ops: The Line,50300,437.0,76561198039514270,True,0.0
Counter-Strike: Global Offensive,730,25206.0,dhansvid,True,0.0
To the Moon,206440,76.0,dhansvid,True,0.0
Neverwinter,109600,1010.0,dhansvid,True,2.0
Insurgency,222880,1028.0,dhansvid,True,1.0
Unturned,304930,2404.0,dhansvid,True,2.0
Minecraft: Story Mode - A Telltale Games Series,376870,610.0,dhansvid,True,1.0
Grand Theft Auto V,271590,2113.0,dhansvid,True,2.0
Cities XL Platinum,231140,15411.0,MsVen,True,2.0
60 Seconds!,368360,854.0,MsVen,True,2.0
Winter Sports Trilogy Super Pack,374090,182.0,MsVen,True,1.0
The Long Dark,305620,3316.0,MsVen,True,0.0
Simply Chess,312280,190.0,MsVen,True,2.0
BioShock Infinite,8870,260.0,MsVen,True,2.0
SPORE™,17390,1113.0,MsVen,True,2.0
Counter-Strike: Global Offensive,730,294.0,NeoZenith1,True,2.0
Ratz Instagib,338170,342.0,NeoZenith1,True,2.0
Dirty Bomb®,333930,8007.0,NeoZenith1,True,0.0
Borderlands: The Pre-Sequel,261640,7603.0,NeoZenith1,True,2.0
PAYDAY 2,218620,4367.0,NeoZenith1,True,0.0
BioShock Infinite,8870,446.0,NeoZenith1,True,1.0
Borderlands 2,49520,16276.0,NeoZenith1,True,1.0
Garry's Mod,4000,976.0,76561198046710923,True,2.0
Dungeon Fighter Online,495910,921.0,76561198046710923,True,2.0
Party Hard,356570,712.0,76561198046710923,True,2.0
Spooky's Jump Scare Mansion,356670,22.0,76561198046710923,True,1.0
Potatoman Seeks the Troof,328500,32.0,76561198046710923,True,0.0
DARK SOULS™ II,236430,1125.0,76561198046710923,True,2.0
XCOM: Enemy Unknown,200510,3505.0,76561198046710923,True,0.0
Garry's Mod,4000,25585.0,76561198057950387,True,2.0
Grand Theft Auto: San Andreas,12120,973.0,76561198057950387,True,2.0
Costume Quest,115100,528.0,76561198057950387,True,2.0
The Stanley Parable,221910,367.0,76561198057950387,True,2.0
AdVenture Capitalist,346900,17834.0,76561198057950387,True,2.0
Fallout 4,377160,18032.0,76561198057950387,True,2.0
Psychonauts,3830,2801.0,76561198057950387,True,2.0
Garry's Mod,4000,3037.0,wahlords,True,2.0
Dino D-Day,70000,78.0,wahlords,False,2.0
Solar 2,97000,501.0,wahlords,True,2.0
Savant - Ascent,259530,1420.0,wahlords,True,2.0
Vertical Drop Heroes HD,311480,490.0,wahlords,True,0.0
Loadout,208090,300.0,wahlords,True,2.0
Sonic & All-Stars Racing Transformed,212480,189.0,wahlords,True,1.0
Caster,29800,113.0,wahlords,True,2.0
Garry's Mod,4000,6442.0,76561198013149300,True,2.0
Flatout 3: Chaos & Destruction,201510,66.0,76561198013149300,False,0.0
Counter-Strike: Global Offensive,730,150478.0,76561198013149300,True,2.0
Banished,242920,3993.0,76561198013149300,True,0.0
Rocket League®,252950,5998.0,76561198013149300,True,0.0
Golf With Your Friends,431240,1403.0,76561198013149300,True,2.0
Cities: Skylines,255710,4327.0,76561198013149300,True,2.0
Turbo Dismount™,263760,452.0,76561198013149300,True,2.0
METAL GEAR SOLID V: THE PHANTOM PAIN,287700,4925.0,Poopsnugg,True,1.0
Sven Co-op,225840,6401.0,Poopsnugg,True,0.0
No Man's Sky,275850,1048.0,Poopsnugg,True,0.0
Dirty Bomb®,333930,2289.0,Poopsnugg,True,2.0
Grand Theft Auto V,271590,59692.0,Poopsnugg,True,2.0
The Crew™,241560,543.0,Poopsnugg,True,0.0
PAYDAY 2,218620,9798.0,Poopsnugg,True,0.0
Counter-Strike: Global Offensive,730,38809.0,JustHacksNoSkill,True,2.0
Soldier Front 2,239660,51.0,JustHacksNoSkill,True,2.0
Insurgency,222880,1270.0,JustHacksNoSkill,True,2.0
Assassin's Creed Freedom Cry,277590,781.0,JustHacksNoSkill,True,2.0
Unturned,304930,3970.0,JustHacksNoSkill,True,0.0
Tactical Intervention,51100,1747.0,JustHacksNoSkill,True,2.0
Far Cry 3 - Blood Dragon,233270,2178.0,JustHacksNoSkill,True,1.0
Garry's Mod,4000,4212.0,Tudah,True,2.0
Counter-Strike: Global Offensive,730,26173.0,Tudah,True,1.0
Rocket League®,252950,13597.0,Tudah,True,0.0
Killing Floor 2,232090,746.0,Tudah,True,0.0
Grand Theft Auto V,271590,6906.0,Tudah,True,2.0
ORION: Prelude,104900,556.0,Tudah,True,2.0
Terraria,105600,9090.0,Tudah,True,0.0
Garry's Mod,4000,50113.0,MatusPocus,True,2.0
Fallout: New Vegas,22380,5790.0,MatusPocus,True,2.0
Spiral Knights,99900,869.0,MatusPocus,True,1.0
BattleBlock Theater®,238460,4616.0,MatusPocus,True,1.0
Saints Row IV,206420,5869.0,MatusPocus,True,1.0
AirMech Strike,206500,2653.0,MatusPocus,True,2.0
Castle Crashers®,204360,1575.0,MatusPocus,True,0.0
To the Moon,206440,252.0,76561198008068264,True,1.0
Lichdom: Battlemage,261760,1649.0,76561198008068264,True,2.0
Killing Floor 2,232090,362.0,76561198008068264,False,0.0
Batman™: Arkham Knight,208650,983.0,76561198008068264,True,2.0
Mortal Kombat X,307780,3546.0,76561198008068264,True,2.0
Assassin's Creed® Unity,289650,2186.0,76561198008068264,True,2.0
DARK SOULS™ II,236430,1396.0,76561198008068264,True,0.0
BioShock Infinite,8870,1780.0,76561198008068264,True,2.0
Garry's Mod,4000,22984.0,PipingWind,True,2.0
Sanctum 2,210770,3445.0,PipingWind,True,2.0
No Man's Sky,275850,1161.0,PipingWind,False,0.0
XCOM® 2,268500,2246.0,PipingWind,True,2.0
theHunter: Primal,322920,481.0,PipingWind,True,2.0
Evolve Stage 2,273350,1256.0,PipingWind,True,2.0
Rust,252490,5748.0,PipingWind,True,2.0
Arma 3,107410,20492.0,PipingWind,True,2.0
War Thunder,236390,2555.0,76561198026497579,True,1.0
The Forest,242760,2222.0,76561198026497579,True,2.0
ARK: Survival Evolved,346110,905.0,76561198026497579,True,2.0
DayZ,221100,2084.0,76561198026497579,True,0.0
Cry of Fear,223710,445.0,76561198026497579,True,1.0
Euro Truck Simulator 2,227300,7524.0,76561198026497579,True,2.0
Torchlight II,200710,641.0,76561198026497579,True,1.0
Garry's Mod,4000,47523.0,Spooky4me,True,0.0
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,35450,733.0,Spooky4me,True,2.0
Counter-Strike: Global Offensive,730,28235.0,Spooky4me,True,2.0
BioShock Infinite,8870,1160.0,Spooky4me,True,2.0
Poker Night at the Inventory,31280,512.0,Spooky4me,True,2.0
Killing Floor,1250,1330.0,Spooky4me,True,2.0
Portal,400,570.0,Spooky4me,True,2.0
Garry's Mod,4000,6057.0,76561198063316459,True,0.0
Call of Duty®: Black Ops II,202970,435.0,76561198063316459,True,2.0
Fistful of Frags,265630,151.0,76561198063316459,True,1.0
Unturned,304930,333.0,76561198063316459,True,1.0
PAYDAY 2,218620,1500.0,76561198063316459,True,2.0
Warframe,230410,15642.0,76561198063316459,True,2.0
Left 4 Dead 2,550,2124.0,76561198063316459,True,2.0
Guns of Icarus Online,209080,1229.0,jdeb9,True,2.0
Goat Simulator,265930,144.0,jdeb9,True,2.0
No More Room in Hell,224260,2276.0,jdeb9,True,2.0
LEGO® Marvel™ Super Heroes,249130,2092.0,jdeb9,True,1.0
Hammerwatch,239070,775.0,jdeb9,True,2.0
FEZ,224760,145.0,jdeb9,True,2.0
Left 4 Dead 2,550,5437.0,jdeb9,True,2.0
Primal Carnage,215470,3476.0,telekinesticman,True,2.0
Depth,274940,1691.0,telekinesticman,True,2.0
Skullgirls,245170,368.0,telekinesticman,True,2.0
AirMech Strike,206500,1479.0,telekinesticman,True,2.0
Sonic CD,200940,1276.0,telekinesticman,True,2.0
Universe Sandbox,72200,132.0,telekinesticman,True,2.0
Super Meat Boy,40800,1212.0,telekinesticman,True,2.0
Garry's Mod,4000,33322.0,northisbae,True,2.0
Counter-Strike: Global Offensive,730,38484.0,northisbae,True,1.0
The Stanley Parable,221910,69.0,northisbae,True,1.0
Fallout 4,377160,1006.0,northisbae,True,1.0
Loadout,208090,2387.0,northisbae,True,2.0
Super Hexagon,221640,273.0,northisbae,True,1.0
Chivalry: Medieval Warfare,219640,7153.0,northisbae,True,2.0
Garry's Mod,4000,6193.0,FairHeaven,True,1.0
Halo: Spartan Assault,277430,505.0,FairHeaven,True,1.0
404Sight,361630,30.0,FairHeaven,True,1.0
This War of Mine,282070,512.0,FairHeaven,True,1.0
Depth,274940,211.0,FairHeaven,True,1.0
Warframe,230410,7406.0,FairHeaven,True,1.0
Left 4 Dead 2,550,26060.0,FairHeaven,True,1.0
Garry's Mod,4000,6115.0,76561198079709365,True,1.0
Command & Conquer: Red Alert 3,17480,3596.0,76561198079709365,True,1.0
Command & Conquer: Red Alert 3 - Uprising,24800,1126.0,76561198079709365,True,1.0
Spiral Knights,99900,7528.0,76561198079709365,True,1.0
Counter-Strike: Global Offensive,730,17500.0,76561198079709365,True,1.0
Saints Row IV,206420,1791.0,76561198079709365,True,1.0
AirMech Strike,206500,13988.0,76561198079709365,True,1.0
Monstrum,296710,517.0,76561197998873955,True,2.0
Deus Ex: Mankind Divided,337000,3799.0,76561197998873955,True,2.0
Space Rift - Episode 1,437080,129.0,76561197998873955,True,2.0
DOOM,379720,2987.0,76561197998873955,True,0.0
Grand Theft Auto V,271590,25309.0,76561197998873955,True,2.0
Cry of Fear,223710,1877.0,76561197998873955,True,2.0
RAGE,9200,6164.0,76561197998873955,True,1.0
Hotline Miami,219150,286.0,nugyflex,True,2.0
Risk of Rain,248820,5008.0,nugyflex,True,2.0
Hyper Light Drifter,257850,774.0,nugyflex,True,2.0
RimWorld,294100,5004.0,nugyflex,True,2.0
DayZ,221100,1582.0,nugyflex,True,0.0
Gunpoint,206190,263.0,nugyflex,True,2.0
FTL: Faster Than Light,212680,4728.0,nugyflex,True,2.0
Garry's Mod,4000,11889.0,76561198061759775,True,1.0
Fallout: New Vegas,22380,9800.0,76561198061759775,True,2.0
AdVenture Capitalist,346900,402.0,76561198061759775,True,2.0
PAYDAY: The Web Series,354500,2.0,76561198061759775,True,2.0
Thief,239160,1508.0,76561198061759775,True,1.0
PAYDAY 2,218620,32457.0,76561198061759775,True,2.0
Left 4 Dead 2,550,2679.0,76561198061759775,True,1.0
Hotline Miami,219150,410.0,Praiseofdeph,True,2.0
Risk of Rain,248820,746.0,Praiseofdeph,True,2.0
Broforce,274190,1185.0,Praiseofdeph,True,2.0
Party Hard,356570,890.0,Praiseofdeph,True,2.0
Shovel Knight: Treasure Trove,250760,364.0,Praiseofdeph,True,2.0
The Walking Dead,207610,927.0,Praiseofdeph,True,2.0
Sniper Elite V2,63380,1187.0,Praiseofdeph,True,2.0
Hotline Miami,219150,558.0,killerhound53,True,0.0
Loadout,208090,982.0,killerhound53,True,2.0
Super Hexagon,221640,549.0,killerhound53,True,0.0
PlanetSide 2,218230,7491.0,killerhound53,True,0.0
Torchlight II,200710,7012.0,killerhound53,True,1.0
DARK SOULS™: Prepare To Die™ Edition,211420,4864.0,killerhound53,True,0.0
Saints Row: The Third,55230,2207.0,killerhound53,True,2.0
Garry's Mod,4000,23922.0,overlordoverlord,True,2.0
Project Zomboid,108600,754.0,overlordoverlord,True,0.0
Nether: Resurrected,247730,392.0,overlordoverlord,True,0.0
Total War: WARHAMMER,364360,2461.0,overlordoverlord,True,0.0
Verdun,242860,287.0,overlordoverlord,True,2.0
Rust,252490,694.0,overlordoverlord,True,0.0
PAYDAY 2,218620,547.0,overlordoverlord,True,2.0
Garry's Mod,4000,4001.0,CharlesSwan,True,2.0
Portal 2,620,1079.0,CharlesSwan,True,2.0
Batman: Arkham City - Game of the Year Edition,200260,1451.0,CharlesSwan,True,2.0
Surgeon Simulator,233720,347.0,CharlesSwan,True,2.0
Game Dev Tycoon,239820,373.0,CharlesSwan,True,2.0
Batman™: Arkham Knight,208650,3480.0,CharlesSwan,True,2.0
Batman™: Arkham Origins,209000,4274.0,CharlesSwan,True,2.0
POSTAL 2,223470,509.0,CriticalTiming,True,0.0
Surgeon Simulator,233720,1168.0,CriticalTiming,True,2.0
The Plan,250600,38.0,CriticalTiming,True,2.0
The Way of Life Free Edition,310370,15.0,CriticalTiming,True,0.0
Super Hexagon,221640,530.0,CriticalTiming,True,0.0
The Walking Dead,207610,1258.0,CriticalTiming,True,1.0
Left 4 Dead 2,550,2854.0,CriticalTiming,True,0.0
Emily is Away,417860,35.0,76561198047210840,True,0.0
Sonic Adventure 2,213610,1332.0,76561198047210840,True,0.0
Dishonored,205100,2146.0,76561198047210840,True,2.0
XCOM: Enemy Unknown,200510,1765.0,76561198047210840,True,2.0
DARK SOULS™: Prepare To Die™ Edition,211420,5525.0,76561198047210840,True,0.0
Orcs Must Die! 2,201790,1577.0,76561198047210840,True,2.0
Bastion,107100,391.0,76561198047210840,True,2.0
Counter-Strike: Global Offensive,730,51160.0,37755753,False,2.0
TERA,323370,29850.0,37755753,True,2.0
Dreamfall Chapters,237850,1778.0,37755753,True,2.0
LIGHTNING RETURNS™: FINAL FANTASY® XIII,345350,870.0,37755753,True,2.0
fault - milestone two side:above,344770,1043.0,37755753,True,2.0
Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,282900,5548.0,37755753,True,2.0
Squishy the Suicidal Pig,318430,673.0,37755753,True,0.0
Dysfunctional Systems: Learning to Manage Chaos,248800,918.0,37755753,True,2.0
Planetary Annihilation: TITANS,386070,691.0,76561198060787863,True,0.0
Plague Inc: Evolved,246620,173.0,76561198060787863,True,2.0
Offworld Trading Company,271240,2429.0,76561198060787863,True,2.0
Armello,290340,17321.0,76561198060787863,True,2.0
Black Mesa,362890,609.0,76561198060787863,True,2.0
Sid Meier's Civilization®: Beyond Earth™,65980,5765.0,76561198060787863,True,2.0
Renegade Ops,99300,87.0,76561198060787863,True,1.0
Garry's Mod,4000,17438.0,76561198064936176,True,1.0
BLOCKADE 3D,302830,17.0,76561198064936176,True,2.0
Heroes & Generals,227940,337.0,76561198064936176,True,2.0
Unturned,304930,180.0,76561198064936176,True,0.0
Kerbal Space Program,220200,1322.0,76561198064936176,True,1.0
Besiege,346010,687.0,76561198064936176,True,1.0
Blockland,250340,416.0,76561198064936176,True,2.0
Garry's Mod,4000,43972.0,Imnotfromaustraliakids,True,2.0
War Thunder,236390,103485.0,Imnotfromaustraliakids,True,2.0
Arma 3,107410,11979.0,Imnotfromaustraliakids,True,1.0
PAYDAY 2,218620,1649.0,Imnotfromaustraliakids,True,2.0
Left 4 Dead 2,550,8758.0,Imnotfromaustraliakids,True,1.0
Half-Life 2,220,47.0,Imnotfromaustraliakids,True,1.0
Red Orchestra: Ostfront 41-45,1200,1361.0,Imnotfromaustraliakids,True,1.0
Hotline Miami,219150,690.0,rexsniper,True,0.0
Loadout,208090,2615.0,rexsniper,True,1.0
Call of Juarez® Gunslinger,204450,712.0,rexsniper,True,0.0
Brutal Legend,225260,1792.0,rexsniper,True,2.0
Borderlands 2,49520,5248.0,rexsniper,True,1.0
Saints Row: The Third,55230,2469.0,rexsniper,True,1.0
Killing Floor,1250,3326.0,rexsniper,True,1.0
Outlast,238320,105.0,1626466724893520,True,2.0
Bloons TD 5,306020,2167.0,1626466724893520,True,1.0
No More Room in Hell,224260,1917.0,1626466724893520,True,1.0
Warframe,230410,54478.0,1626466724893520,True,0.0
Tomb Raider,203160,216.0,1626466724893520,True,2.0
Dishonored,205100,2039.0,1626466724893520,True,0.0
Left 4 Dead 2,550,3599.0,1626466724893520,True,2.0
Game Dev Tycoon,239820,1318.0,yoshi278,True,2.0
State of Decay,241540,2836.0,yoshi278,True,0.0
The Evil Within,268050,1403.0,yoshi278,True,0.0
METAL GEAR SOLID V: THE PHANTOM PAIN,287700,6251.0,yoshi278,True,0.0
Watch_Dogs™,243470,1585.0,yoshi278,True,2.0
Wolfenstein: The New Order,201810,1733.0,yoshi278,True,2.0
XCOM: Enemy Unknown,200510,3131.0,yoshi278,True,2.0
Clicker Heroes,363970,3282.0,GoodOldJacob,True,2.0
The Way of Life Free Edition,310370,9.0,GoodOldJacob,True,2.0
Bloons TD 5,306020,2450.0,GoodOldJacob,True,2.0
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,218060,177.0,GoodOldJacob,True,2.0
Borderlands 2,49520,24144.0,GoodOldJacob,True,2.0
AudioSurf,12900,328.0,GoodOldJacob,True,2.0
Half-Life 2,220,2333.0,GoodOldJacob,True,2.0
ARMA: Cold War Assault,65790,7.0,cooljeeves,False,1.0
Game Dev Tycoon,239820,200.0,cooljeeves,True,2.0
Assetto Corsa,244210,3855.0,cooljeeves,True,2.0
Golf With Your Friends,431240,1457.0,cooljeeves,True,0.0
Don Bradman Cricket 14,216260,14412.0,cooljeeves,True,2.0
"Cook, Serve, Delicious!",247020,431.0,cooljeeves,True,1.0
Euro Truck Simulator 2,227300,3225.0,cooljeeves,True,2.0
Just Cause 2,8190,351.0,cooljeeves,True,1.0
Game Dev Tycoon,239820,1212.0,razarealm,True,2.0
Hacknet,365450,385.0,razarealm,True,2.0
Starbound,211820,760.0,razarealm,True,2.0
Verdun,242860,730.0,razarealm,True,2.0
Borderlands: The Pre-Sequel,261640,1181.0,razarealm,True,2.0
The Walking Dead: Season 2,261030,568.0,razarealm,True,2.0
PAYDAY 2,218620,6387.0,razarealm,False,1.0
BioShock Infinite,8870,1768.0,razarealm,True,2.0
Batman: Arkham City - Game of the Year Edition,200260,685.0,Oh_Jesus,True,2.0
AdVenture Capitalist,346900,219.0,Oh_Jesus,True,2.0
Just Cause™ 3,225540,2549.0,Oh_Jesus,True,2.0
Unturned,304930,1138.0,Oh_Jesus,True,2.0
Batman™: Arkham Knight,208650,5656.0,Oh_Jesus,True,2.0
No More Room in Hell,224260,1219.0,Oh_Jesus,True,2.0
Gotham City Impostors Free to Play,206210,254.0,Oh_Jesus,True,2.0
America's Army: Proving Grounds,203290,404.0,76561198043516885,True,2.0
DRAGON BALL XENOVERSE,323470,3183.0,76561198043516885,True,2.0
Rocket League®,252950,4514.0,76561198043516885,True,2.0
Empyrion - Galactic Survival,383120,1461.0,76561198043516885,True,2.0
Salt and Sanctuary,283640,1185.0,76561198043516885,True,2.0
Starbound,211820,3264.0,76561198043516885,True,2.0
Duelyst,291410,110.0,76561198043516885,True,2.0
Garry's Mod,4000,1883.0,lixdy,True,0.0
Portal 2,620,870.0,lixdy,True,2.0
Counter-Strike: Global Offensive,730,10163.0,lixdy,True,0.0
Rocket League®,252950,25358.0,lixdy,True,2.0
Saints Row IV,206420,2650.0,lixdy,True,2.0
Castle Crashers®,204360,1210.0,lixdy,True,2.0
Terraria,105600,9494.0,lixdy,True,2.0
To the Moon,206440,294.0,76561198044346263,True,1.0
LISA,335670,1022.0,76561198044346263,True,2.0
Nuclear Throne,242680,1384.0,76561198044346263,True,0.0
Valkyria Chronicles™,294860,1594.0,76561198044346263,True,0.0
Goat Simulator,265930,306.0,76561198044346263,True,2.0
Year Walk,269050,319.0,76561198044346263,True,2.0
Legend of Dungeon,238280,181.0,76561198044346263,True,2.0
CPUCores :: Maximize Your FPS,384300,195.0,JunG00berfuckingsucks,True,2.0
DOOM,379720,3988.0,JunG00berfuckingsucks,True,2.0
Red Crucible®: Firestorm,298240,7.0,JunG00berfuckingsucks,True,2.0
Left 4 Dead 2,550,2114.0,JunG00berfuckingsucks,True,0.0
Killing Floor,1250,1944.0,JunG00berfuckingsucks,True,2.0
Call of Duty: World at War,10090,33291.0,JunG00berfuckingsucks,True,2.0
DOOM 3,9050,1119.0,JunG00berfuckingsucks,True,2.0
Garry's Mod,4000,6953.0,zyr0n1c,True,2.0
Dead Space,17470,67.0,zyr0n1c,True,2.0
Portal 2,620,613.0,zyr0n1c,True,0.0
Counter-Strike: Global Offensive,730,57545.0,zyr0n1c,True,2.0
Loadout,208090,643.0,zyr0n1c,True,2.0
Warframe,230410,9192.0,zyr0n1c,True,0.0
Borderlands,8980,1778.0,zyr0n1c,True,2.0
Counter-Strike: Global Offensive,730,78437.0,u2late,True,2.0
Dead Effect,286040,111.0,u2late,False,0.0
Clicker Heroes,363970,100.0,u2late,True,1.0
Killing Floor 2,232090,768.0,u2late,True,0.0
Brawlhalla,291550,321.0,u2late,True,1.0
Unturned,304930,10266.0,u2late,True,2.0
Red Crucible®: Firestorm,298240,15.0,u2late,False,2.0
Survival: Postapocalypse Now,351290,422.0,u2late,True,2.0
PlanetSide 2,218230,6203.0,u2late,True,2.0
Grand Theft Auto: San Andreas,12120,388.0,FreshDi,True,1.0
Dead Rising 2: Off the Record,45770,1425.0,FreshDi,True,0.0
Call of Duty®: Black Ops II,202970,32.0,FreshDi,True,0.0
BattleBlock Theater®,238460,606.0,FreshDi,True,2.0
The Forest,242760,3580.0,FreshDi,True,1.0
Middle-earth™: Shadow of Mordor™,241930,2109.0,FreshDi,True,1.0
DARK SOULS™ II,236430,2261.0,FreshDi,True,1.0
Dino D-Day,70000,283.0,MattaPuttasPT,True,2.0
Portal 2,620,915.0,MattaPuttasPT,True,2.0
Warface,291480,42.0,MattaPuttasPT,False,0.0
SpeedRunners,207140,252.0,MattaPuttasPT,True,1.0
Tom Clancy's Rainbow Six® Siege,359550,7389.0,MattaPuttasPT,True,1.0
Rust,252490,46397.0,MattaPuttasPT,True,1.0
Tiny Troopers,216110,145.0,MattaPuttasPT,True,1.0
Dungeon Defenders,65800,400.0,MattaPuttasPT,True,2.0
RIFT,39120,5184.0,76561198037696460,True,2.0
Dying Light,239140,2191.0,76561198037696460,True,2.0
Child of Light,256290,59.0,76561198037696460,True,2.0
GRID 2,44350,928.0,76561198037696460,True,2.0
Orcs Must Die! 2,201790,1810.0,76561198037696460,True,1.0
Mass Effect,17460,1877.0,76561198037696460,True,2.0
AudioSurf,12900,125.0,76561198037696460,True,0.0
RIFT,39120,3730.0,ZeryxAFKAccount,True,2.0
Counter-Strike: Global Offensive,730,17563.0,ZeryxAFKAccount,True,0.0
The Binding of Isaac: Rebirth,250900,399.0,ZeryxAFKAccount,True,1.0
Town of Salem,334230,2263.0,ZeryxAFKAccount,True,2.0
Unturned,304930,1731.0,ZeryxAFKAccount,True,2.0
Battle Islands,305260,3032.0,ZeryxAFKAccount,True,2.0
Aura Kingdom,268420,1795.0,ZeryxAFKAccount,True,2.0
The Sims™ 3,47890,3076.0,whackojacko123,True,2.0
Surgeon Simulator,233720,882.0,whackojacko123,True,2.0
Game Dev Tycoon,239820,1680.0,whackojacko123,True,2.0
